date,product_id,product_name,units_sold
2026-07-10,P04,Telur Ayam 1 Papan,19
2026-07-10,P05,Mie Instan 1 Dus,23
2026-07-11,P01,Beras Premium 5kg,24
2026-07-11,P02,Minyak Goreng 1L,18
2026-07-11,P03,Gula Pasir 1kg,13
2026-07-11,P04,Telur Ayam 1 Papan,25
2026-07-11,P05,Mie Instan 1 Dus,34
2026-07-12,P01,Beras Premium 5kg,20
2026-07-12,P02,Minyak Goreng 1L,17
2026-07-12,P03,Gula Pasir 1kg,14
2026-07-12,P04,Telur Ayam 1 Papan,23
2026-07-12,P05,Mie Instan 1 Dus,27
2026-07-13,P01,Beras Premium 5kg,18
2026-07-13,P02,Minyak Goreng 1L,14
2026-07-13,P03,Gula Pasir 1kg,11
2026-07-13,P04,Telur Ayam 1 Papan,22
2026-07-13,P05,Mie Instan 1 Dus,26
2026-07-14,P01,Beras Premium 5kg,17
2026-07-14,P02,Minyak Goreng 1L,16
2026-07-14,P03,Gula Pasir 1kg,12
2026-07-14,P04,Telur Ayam 1 Papan,20
2026-07-14,P05,Mie Instan 1 Dus,25
2026-07-15,P01,Beras Premium 5kg,17
2026-07-15,P02,Minyak Goreng 1L,18
2026-07-15,P03,Gula Pasir 1kg,13
2026-07-15,P04,Telur Ayam 1 Papan,21
2026-07-15,P05,Mie Instan 1 Dus,29
2026-07-16,P01,Beras Premium 5kg,18
2026-07-16,P02,Minyak Goreng 1L,16
2026-07-16,P03,Gula Pasir 1kg,11
2026-07-16,P04,Telur Ayam 1 Papan,21
2026-07-16,P05,Mie Instan 1 Dus,25
2026-07-17,P01,Beras Premium 5kg,19
2026-07-17,P02,Minyak Goreng 1L,18
2026-07-17,P03,Gula Pasir 1kg,12
2026-07-17,P04,Telur Ayam 1 Papan,20
2026-07-17,P05,Mie Instan 1 Dus,24
2026-07-18,P01,Beras Premium 5kg,23
2026-07-18,P02,Minyak Goreng 1L,20
2026-07-18,P03,Gula Pasir 1kg,13
2026-07-18,P04,Telur Ayam 1 Papan,22
2026-07-18,P05,Mie Instan 1 Dus,30
2026-07-19,P01,Beras Premium 5kg,22
2026-07-19,P02,Minyak Goreng 1L,19
2026-07-19,P03,Gula Pasir 1kg,15
2026-07-19,P04,Telur Ayam 1 Papan,23
2026-07-19,P05,Mie Instan 1 Dus,30
2026-07-20,P01,Beras Premium 5kg,17
2026-07-20,P02,Minyak Goreng 1L,15
2026-07-20,P03,Gula Pasir 1kg,13
2026-07-20,P04,Telur Ayam 1 Papan,20
2026-07-20,P05,Mie Instan 1 Dus,24
2026-07-21,P01,Beras Premium 5kg,18
2026-07-21,P02,Minyak Goreng 1L,17
2026-07-21,P03,Gula Pasir 1kg,13
2026-07-21,P04,Telur Ayam 1 Papan,22
2026-07-21,P05,Mie Instan 1 Dus,29
2026-07-22,P01,Beras Premium 5kg,19
2026-07-22,P02,Minyak Goreng 1L,15
2026-07-22,P03,Gula Pasir 1kg,14
2026-07-22,P04,Telur Ayam 1 Papan,23
2026-07-22,P05,Mie Instan 1 Dus,26
2026-07-23,P01,Beras Premium 5kg,19
2026-07-23,P02,Minyak Goreng 1L,17
2026-07-23,P03,Gula Pasir 1kg,13
2026-07-23,P04,Telur Ayam 1 Papan,20
2026-07-23,P05,Mie Instan 1 Dus,28
2026-07-24,P01,Beras Premium 5kg,20
2026-07-24,P02,Minyak Goreng 1L,16
2026-07-24,P03,Gula Pasir 1kg,13
2026-07-24,P04,Telur Ayam 1 Papan,23
2026-07-24,P05,Mie Instan 1 Dus,26
2026-07-25,P01,Beras Premium 5kg,22
2026-07-25,P02,Minyak Goreng 1L,17
2026-07-25,P03,Gula Pasir 1kg,16
2026-07-25,P04,Telur Ayam 1 Papan,25
2026-07-25,P05,Mie Instan 1 Dus,29
2026-07-26,P01,Beras Premium 5kg,20
2026-07-26,P02,Minyak Goreng 1L,19
2026-07-26,P03,Gula Pasir 1kg,13
2026-07-26,P04,Telur Ayam 1 Papan,22
2026-07-26,P05,Mie Instan 1 Dus,32
2026-07-27,P01,Beras Premium 5kg,18
2026-07-27,P02,Minyak Goreng 1L,15
2026-07-27,P03,Gula Pasir 1kg,14
2026-07-27,P04,Telur Ayam 1 Papan,19
2026-07-27,P05,Mie Instan 1 Dus,29
2026-07-28,P01,Beras Premium 5kg,17
2026-07-28,P02,Minyak Goreng 1L,17
2026-07-28,P03,Gula Pasir 1kg,13
2026-07-28,P04,Telur Ayam 1 Papan,22
2026-07-28,P05,Mie Instan 1 Dus,27
2026-07-29,P01,Beras Premium 5kg,19
2026-07-29,P02,Minyak Goreng 1L,17
2026-07-29,P03,Gula Pasir 1kg,14
2026-07-29,P04,Telur Ayam 1 Papan,23
2026-07-29,P05,Mie Instan 1 Dus,26
2026-07-30,P01,Beras Premium 5kg,18
2026-07-30,P02,Minyak Goreng 1L,14
2026-07-30,P03,Gula Pasir 1kg,14
2026-07-30,P04,Telur Ayam 1 Papan,19
2026-07-30,P05,Mie Instan 1 Dus,25
2026-07-31,P01,Beras Premium 5kg,18
2026-07-31,P02,Minyak Goreng 1L,14
2026-07-31,P03,Gula Pasir 1kg,14
2026-07-31,P04,Telur Ayam 1 Papan,19
2026-07-31,P05,Mie Instan 1 Dus,25
